PC1,PC2,PC3,lv_feeder_unique_id,cluster_k2,cluster_k3,Spring_aligned_cluster_k2,Spring_aligned_cluster_k3
-1.3319822440053461,-0.8169910537678139,0.7897347744430602,SSEN-400600301501,1,2,1,2
2.612417630612575,-0.341162822766868,1.132338395085778,SSEN-400600301502,0,0,0,0
-1.8934472024458129,-0.7706828875207857,1.0031910906635273,SSEN-400600301503,1,2,1,2
2.3649675465558926,-1.015933302689622,0.4908979831339278,SSEN-400600301504,0,0,0,0
-2.2551375690234337,-0.8492129153507587,1.43684057919107,SSEN-400600301505,1,2,1,2
0.576978835843991,-0.3046294709145257,0.0030762447578147104,SSEN-401100228001,1,2,1,2
-0.4540303663391376,-0.4713422557503589,0.2658009476786422,SSEN-401100228002,1,2,1,2
1.4823072482826114,1.107040918410769,-1.8331115858153264,SSEN-401100228004,0,0,0,0
3.343889368011539,0.7650924593191192,0.2775819923511122,SSEN-401100228005,0,0,0,0
-1.837711262425848,-0.7604384588630485,1.412121618011262,SSEN-460000307001,1,2,1,2
-1.6688755913268511,-0.47833473312380975,1.277899591138832,SSEN-460000307003,1,2,1,2
-0.6894504443272316,-0.9009260918142487,0.8342203494523325,SSEN-460000307004,1,2,1,2
3.952094773614354,0.3877924104854913,0.31232037853976674,SSEN-460000307005,0,0,0,0
-0.9887312544314502,0.3794921855740732,0.11594522878088086,SSEN-460000307006,1,2,1,2
4.285806843439806,2.083357000298999,-0.328202690132845,SSEN-460000640001,0,0,0,0
0.05662997424312416,0.2901048732251595,-0.6281212359360707,SSEN-460000640003,1,2,1,2
1.9585389733264744,1.1520631841260556,-0.3197537002018561,SSEN-460000667001,0,0,0,0
3.262119008376174,2.075594641791637,-0.5796942106960464,SSEN-460000667002,0,0,0,0
-2.2605518218975393,1.1640470938697685,-1.0568831698440238,SSEN-460000702003,1,2,1,2
-1.0475591672667646,1.0414942352313594,0.6007195710166149,SSEN-460000702004,1,2,1,2
0.13053218609281078,-1.2332315917753773,-0.3052503772809478,SSEN-460001515001,1,2,1,2
-1.219429837297127,-1.5457419176851326,-0.36684633224228497,SSEN-460001515002,1,2,1,2
-0.8700692481094077,-0.42531068320065507,0.15340932642464544,SSEN-460001515003,1,2,1,2
-1.722931250095699,-1.495436916692191,0.06144128357517831,SSEN-460001515004,1,2,1,2
-0.12285085649669505,-1.8525201906872222,-0.31893035190450686,SSEN-460001515005,1,2,1,2
-2.2210155405212983,-0.24439471450680747,0.5927974622084584,SSEN-460200307001,1,2,1,2
-0.26424615343029056,-0.5188061082589315,1.1350099490880217,SSEN-460200307002,1,2,1,2
-1.1900577069365503,0.07906925357194157,0.49129149278391915,SSEN-460200307006,1,2,1,2
-0.8901673044458445,-0.8053719631419166,-0.441151777269253,SSEN-460200307007,1,2,1,2
2.689420906133463,-1.2069053112558237,0.15900477078580819,SSEN-460200307008,0,0,0,0
-1.4529722825739628,-1.774196991250023,-0.11012826371250592,SSEN-460200307009,1,2,1,2
-3.117519960003242,-0.5943015175510591,0.8434407873235553,SSEN-460200307011,1,2,1,2
-0.9267679789262752,-0.5358064389566193,-0.002044202759566178,SSEN-460200618001,1,2,1,2
0.6387230337656932,-0.5675391232456142,-0.017290169842732014,SSEN-460200618002,1,2,1,2
4.48011991091182,0.4190619657833392,1.3589166361660678,SSEN-460200618003,0,0,0,0
0.5262713229572972,-0.6271725603122948,-0.038668804459589055,SSEN-460200618004,1,2,1,2
-0.20750486497563853,-0.8864835093773648,-0.15868536104875236,SSEN-460200618005,1,2,1,2
4.2918333953065995,0.14357312830250893,1.1340547651162765,SSEN-460200618006,0,0,0,0
2.1033099581942216,-0.31693855531900544,0.11675239746037896,SSEN-460200618007,0,0,0,0
1.7415676271339389,0.2087190043411479,1.1528421581718367,SSEN-460500501301,0,0,0,0
0.5679258250468064,0.20652512401104034,-1.0551383689970937,SSEN-460500501302,1,2,1,2
3.249535096578325,-0.2789106230577705,0.1855927661159597,SSEN-460500501303,0,0,0,0
-2.9291727213437038,1.5681184040572869,1.7140945346944216,SSEN-460501021001,1,2,1,2
-3.450507587504565,0.5505835820873572,1.158775328958183,SSEN-460501021002,1,2,1,2
0.09644342151115563,-0.38077159784830106,-0.24587208468976884,SSEN-460501021003,1,2,1,2
-2.4371078697247106,1.4235816884460102,0.6197158143146867,SSEN-460501021004,1,2,1,2
2.966867511360738,0.43002173488461565,-0.7874489129839374,SSEN-460501721001,0,0,0,0
-4.710842283184055,7.1936062105055445,1.1706454800761321,SSEN-460501721004,1,1,1,1
-2.8517294679483896,4.727472569747443,0.637045249524051,SSEN-460501721005,1,1,1,1
2.9371455301573586,0.12454817140326123,0.22411590865369377,SSEN-460501724001,0,0,0,0
4.211786931197745,0.3765825121788319,0.6825743415699441,SSEN-460501724002,0,0,0,0
-0.15337724756040713,-0.5851552524088645,0.3049137240538653,SSEN-460501724003,1,2,1,2
1.9665732161239295,-0.6666648774965127,0.07002654997066392,SSEN-460501724004,0,0,0,0
-0.9812905018570502,-0.6839829019213672,-1.267211808351481,SSEN-460600102001,1,2,1,2
5.368679821620207,2.43256278277076,-0.2024712584876479,SSEN-460600102003,0,0,0,0
1.5012436180912219,1.4140148068107887,-1.9761519146150555,SSEN-460600102004,0,0,0,0
-0.3129502637430746,-0.39432259901209366,-0.3943636779537466,SSEN-460600103002,1,2,1,2
-2.5656240264976997,-0.7874051956540402,0.9320028763083626,SSEN-460600103003,1,2,1,2
3.235560812813531,0.164434367017597,0.07848065222486253,SSEN-460600103006,0,0,0,0
1.0570777921555503,0.06013296211421009,-0.6900319721582495,SSEN-460600105004,0,0,0,0
0.15472061667098994,-0.5629263758157432,-0.7654223021690458,SSEN-460600105005,1,2,1,2
-3.0372033736036577,-0.8407401980794,0.47920410317289064,SSEN-460600208001,1,2,1,2
0.3272564185180706,-0.027722152468766564,-2.0967261416369434,SSEN-460600208002,1,2,1,2
-1.1766410691713471,0.5728371248266877,-0.4913211938644006,SSEN-460600208003,1,2,1,2
1.197913478208322,1.0435683469563544,-0.28730061516383454,SSEN-460600434001,0,0,0,0
0.7003029967699004,0.6760730010942299,0.39154268798947345,SSEN-460600434002,1,2,1,2
13.691025589553798,3.502807323496077,5.3361722647683925,SSEN-461000302001,0,0,0,0
0.29091708161030627,-0.15926435613304601,-0.4883004297037053,SSEN-461000302002,1,2,1,2
-3.714159324669021,0.3149555594572628,1.6116546251014048,SSEN-461000307001,1,2,1,2
-2.4284565643882874,-0.7438132966998781,1.1706381773168661,SSEN-461000307002,1,2,1,2
3.716612363061869,0.36364461206091814,0.3623330004074825,SSEN-461000307003,0,0,0,0
-3.280699481319905,0.7233307207007165,0.5616405985724555,SSEN-461400507003,1,2,1,2
2.178346944413182,-1.5111238422363267,0.05713088425698816,SSEN-461800102001,0,0,0,0
-1.1992576417539655,-1.0422146880121936,-0.33223724652932096,SSEN-461800102002,1,2,1,2
-2.865296323789751,-0.9234148895013384,1.2375480744265754,SSEN-461800102003,1,2,1,2
-1.103982682939417,-0.06193495541702818,0.24229283846168595,SSEN-461800102004,1,2,1,2
0.756965117125642,-1.4101627433008892,-0.761176315779988,SSEN-461800102005,1,2,1,2
-0.9092780564597419,-1.2322898116157779,0.5317903022677389,SSEN-461800102006,1,2,1,2
0.8153845413168211,-1.531541633363646,-0.04865259874885879,SSEN-461800108001,1,2,1,2
-1.7654204224099268,-0.5180011567074512,0.3035484516657093,SSEN-461800108002,1,2,1,2
-0.9384921961950219,-0.9404496773329455,-0.2299988278036042,SSEN-461800108003,1,2,1,2
0.14283912292706896,-1.8039068631237425,-0.10243341943484424,SSEN-461800108004,1,2,1,2
1.0201355407104307,-1.2048834330490357,-0.08209057454885454,SSEN-461800108005,1,2,1,2
-2.0820241004983204,-2.217496259862877,0.5017165039304381,SSEN-461800108006,1,2,1,2
-0.4749256102469202,-0.9867793186576238,-0.0941122755762212,SSEN-461800122002,1,2,1,2
0.6835536581656476,-0.7022709525634522,0.11915523582065876,SSEN-461800122003,1,2,1,2
-0.5063469188384665,-0.7984451882670136,0.295310647356661,SSEN-461800122004,1,2,1,2
-0.07741689249238644,-1.0583902651694255,-0.4880206428833941,SSEN-461800122005,1,2,1,2
-0.48772557870693173,-1.0540393371983512,0.19035978265576067,SSEN-461800122006,1,2,1,2
2.9121641947221466,-0.3269714676607097,0.3207665482201615,SSEN-461800202001,0,0,0,0
1.5178728275654507,-0.895053104095871,0.32507186758981643,SSEN-461800202002,0,0,0,0
-1.0167970361048888,-1.045022760061417,-0.7904328204303689,SSEN-461800202003,1,2,1,2
0.6289015283196303,-1.4546948243001498,-0.2694929982754642,SSEN-461800202004,1,2,1,2
1.411336298153786,-0.38173805567410857,0.027358323852646135,SSEN-461800202005,0,0,0,0
2.289821659403252,0.1905186918969579,1.7578258054638338,SSEN-461800204001,0,0,0,0
0.6118776025065669,-1.6033251486817162,-0.5797137798732783,SSEN-461800204002,1,2,1,2
2.5127349904955,-0.6582409730911993,-0.13071151363054315,SSEN-461800204003,0,0,0,0
3.0928132811282447,-0.6167475043222447,0.2719895596948503,SSEN-461800204004,0,0,0,0
-0.6802634559151262,-1.5906195839488195,-0.12172297236877877,SSEN-461800204006,1,2,1,2
-0.7913453329646633,-0.7187694759532818,0.2571028652490094,SSEN-461800205002,1,2,1,2
0.14185906343163152,-0.9460227642522081,-0.010756159800964515,SSEN-461800205003,1,2,1,2
-0.14992451801447948,-1.7586461014972894,-0.1427931357200863,SSEN-461800206001,1,2,1,2
-1.5045453338975645,-1.3596601682428773,0.21598243892824523,SSEN-461800206004,1,2,1,2
-0.09141252902789383,0.507984190536076,-0.9100214374113829,SSEN-461800210001,1,2,1,2
-1.3624148027206815,-0.9329424940559722,-0.08000075849308588,SSEN-461800210002,1,2,1,2
2.2913199717933566,0.7539107431706764,0.23175269858121275,SSEN-461800210003,0,0,0,0
-0.6303343221070524,-1.0171058617564463,-0.5905205592605275,SSEN-461800210004,1,2,1,2
0.009654182882623681,1.0111751405470877,-0.4368750329201979,SSEN-461800310001,1,2,1,2
-2.674711669053996,-0.6900099601284235,0.16077387633252604,SSEN-461800310002,1,2,1,2
-1.2558057181795472,4.638544435579585,-0.5088955949534302,SSEN-461800310003,1,1,1,1
-1.8832055497232723,-2.00055919444823,0.41522295875547943,SSEN-461800310004,1,2,1,2
-2.200036095624385,-1.4937412449986798,0.053169398398114236,SSEN-461800310005,1,2,1,2
1.3246995380092328,-1.0363296458556601,-0.13593433010855754,SSEN-461800312001,0,0,0,0
-0.6749609340507213,-1.6548673228992905,0.2608436300371093,SSEN-461800312002,1,2,1,2
-1.3325233600731305,0.6384054787338587,0.7210116724313705,SSEN-461800312003,1,2,1,2
0.38318474301517347,-0.7338960291843644,0.08993361810927489,SSEN-461800312005,1,2,1,2
0.21259003891554032,-1.5822369918651233,-0.5713866035570719,SSEN-461800316001,1,2,1,2
-1.0207729406125758,-3.01311588177034,-1.1667232214207075,SSEN-461800316002,1,2,1,2
-0.07608267912260276,-2.0319313550684335,-0.554057775374088,SSEN-461800510001,1,2,1,2
0.4888467922725052,-1.2874031274930164,-0.6133948589454711,SSEN-461800510003,1,2,1,2
0.030554229024612457,-1.41383414391623,-0.4359321806849858,SSEN-461800512001,1,2,1,2
-0.26533789778989525,-1.8105672095975918,-0.42261283366137276,SSEN-461800512002,1,2,1,2
0.02527554469776804,-0.8851059834276382,0.2222324794421411,SSEN-461800512003,1,2,1,2
1.49004283771721,-0.45534505432803835,1.4381174748212275,SSEN-461800524001,0,0,0,0
0.18963720461566036,-0.39009978080930974,0.950574476306091,SSEN-461800524002,1,2,1,2
0.9533994901161283,-0.1682867613990308,-0.18021383841618366,SSEN-461800524003,1,2,1,2
0.06687378397249846,-0.8790053264733966,-0.1318710718213509,SSEN-461800524004,1,2,1,2
-2.037344373919028,-0.45340576669758476,0.31789792519832205,SSEN-461800528003,1,2,1,2
1.1869100070241172,-1.3890547400777788,-0.9446187439202611,SSEN-461800528004,0,2,0,2
0.8586151932383256,0.6804333102979189,-0.7554041486147675,SSEN-461800530001,1,2,1,2
-2.5251630929463467,2.212899274794194,1.8733623101123682,SSEN-461800530002,1,2,1,2
-2.4423626052759557,-0.6124265090846256,0.9489826934443324,SSEN-461800614001,1,2,1,2
-1.2758319520938692,-0.46045003402604656,0.8540796196319588,SSEN-461800614002,1,2,1,2
1.249388688974954,-0.15149440430215305,1.058671615214444,SSEN-461800614003,0,0,0,0
1.542518290770446,-0.1014251157361237,0.9510947020465731,SSEN-461800614004,0,0,0,0
-1.1795790648137225,0.4823270968028228,1.5319691272861087,SSEN-461800614005,1,2,1,2
0.5357239310166851,-0.8239092449136914,-0.13501205423993012,SSEN-461800614006,1,2,1,2
-1.0684436815552312,0.32835556362711693,0.45594462198482066,SSEN-461800614007,1,2,1,2
-1.4819417372157515,-0.41385499216991956,0.513140233834083,SSEN-461800614008,1,2,1,2
-2.5683570175456913,0.3044200939530187,0.4587691571742157,SSEN-461800702001,1,2,1,2
-2.9728515425385424,1.9602517978293577,0.34813293048013727,SSEN-461800702004,1,2,1,2
-2.945736836167818,0.8385859312769417,0.4595236481318138,SSEN-461800702005,1,2,1,2
-1.723072454228609,-0.147117696032124,-0.16925714628530553,SSEN-461800702006,1,2,1,2
0.2560013424972193,-0.9903857048918266,0.1899259654178427,SSEN-461800704001,1,2,1,2
0.6090914479595566,-0.7484298568302731,-7.791580726037127,SSEN-461800704002,1,2,1,2
1.254037509269375,-1.1841601385374252,-0.2695223254533233,SSEN-461800704004,0,0,0,0
-4.560455931660685,1.5486631678838358,2.7704412751897256,SSEN-461800704005,1,2,1,2
1.0550594679690442,-1.8461570950521655,0.2598249916647958,SSEN-461800710001,1,2,1,2
-1.531498233373421,-1.1888447988665394,-0.4523785092064769,SSEN-461800710002,1,2,1,2
2.6031246546561317,-0.8032279553521957,0.5704874247012471,SSEN-461800710003,0,0,0,0
-0.6404982564919839,-0.16402461074007044,0.22779424854961552,SSEN-461800710004,1,2,1,2
-0.37854366970627723,0.23044711849511337,0.008415987931183772,SSEN-461800802001,1,2,1,2
-2.179127855738377,0.7882114838624589,1.1957558164853972,SSEN-461800802002,1,2,1,2
-1.5092463014064885,0.13641476476993614,-0.35239340672989994,SSEN-461800802003,1,2,1,2
-0.24900277587997688,-0.5921734486875251,0.4343236953023837,SSEN-461800802004,1,2,1,2
0.03782162838008332,-0.4635394291682665,-0.029156713847151666,SSEN-461800802005,1,2,1,2
-2.3528420357570723,0.8117487195308238,1.026132064530018,SSEN-461800804001,1,2,1,2
1.0166667142481496,-0.9993081298616454,-0.15142209722313932,SSEN-461800804002,1,2,1,2
-2.930728547234375,1.1330314133559478,1.1212498843115155,SSEN-461800804003,1,2,1,2
-2.246714390747976,0.8082856167156028,0.4408179214213638,SSEN-461800804004,1,2,1,2
-0.8188856590535537,-0.6616602071763399,-0.14102182382212372,SSEN-462600102002,1,2,1,2
-0.05016487730227905,-0.394223699799579,-3.4178523885830288,SSEN-462600102004,1,2,1,2
0.4194001613070407,-2.2575303162835283,-0.4234866362489486,SSEN-462600128001,1,2,1,2
0.7540607095854004,0.35368679701468614,-3.1744145431227926,SSEN-462600128003,1,2,1,2
1.3732632494371362,1.7145543496803486,-0.4840546528087926,SSEN-462600130003,0,0,0,0
0.019269560802010435,4.055305709154418,-0.2965359797306309,SSEN-462600130004,1,1,1,1
-0.42869736342952075,9.297570881398768,-0.9126967932361028,SSEN-462600136001,1,1,1,1
-2.650608952844199,-2.1634375558602814,0.6982115407917602,SSEN-462600136002,1,2,1,2
-1.3150657614111032,-1.1108883507438452,-1.7768543979136846,SSEN-462600136004,1,2,1,2
2.6732712899204456,1.456073926621893,0.7480487805952388,SSEN-462600148001,0,0,0,0
1.32100051708883,0.8267729663683672,-1.4284468155912293,SSEN-462600148002,0,0,0,0
0.6612495909563655,-1.06307055177244,-1.0150768340115628,SSEN-462600148004,1,2,1,2
2.9118469547831975,0.7814581660386883,0.10210397461721388,SSEN-462600148005,0,0,0,0
1.0097174348623197,-0.6614101935104096,-0.434287944856719,SSEN-462600150001,1,2,1,2
0.5403965143382051,0.006580215270147149,0.889393083325973,SSEN-462600150002,1,2,1,2
-0.7297465933218259,1.0695530410352119,-0.5645928141544306,SSEN-462600150003,1,2,1,2
-1.2125826643185156,-1.8412213821261263,0.20975944077396466,SSEN-462600150004,1,2,1,2
-0.9568163338707649,-0.7100952721612024,-1.5360043279042037,SSEN-462600208004,1,2,1,2
-5.4356189421373005,3.3596863012957323,3.8292646127511785,SSEN-462600309002,1,1,1,1
-2.811342965460732,0.8066862628670911,-0.29489589744985717,SSEN-462600309003,1,2,1,2
2.5434038881950545,-0.7508911253976613,-0.14642531390619293,SSEN-462600309004,0,0,0,0
0.7796577056643134,-0.6130251439261332,0.8540134701109046,SSEN-462600309005,1,2,1,2
0.9210492280159208,-0.24630800671520253,-0.2876833263077298,SSEN-462600310001,1,2,1,2
-0.3865612371534385,2.690777936695203,4.309779558379274,SSEN-462600310002,1,2,1,2
0.9915214227033614,-1.1093335802027864,-0.2615214826313971,SSEN-462600310003,1,2,1,2
-1.98572419873162,2.2092749737409734,-0.029085765886081496,SSEN-462600434001,1,2,1,2
-2.422673658410885,-0.041021091764749516,0.42506619225134873,SSEN-462600434002,1,2,1,2
-1.0934154188054024,-0.3770947449534919,-0.3729915380300482,SSEN-462600434003,1,2,1,2
-0.5373477579533341,-0.742738858356009,-0.1992864473926238,SSEN-462600434004,1,2,1,2
1.2820505601499426,-0.6847384322954626,-0.09050522969973826,SSEN-462600434005,0,0,0,0
2.4425489667257403,-0.12490106090112942,0.2716747510639683,SSEN-462600602001,0,0,0,0
0.8112034426725846,-1.373910635239828,-0.39472235787763793,SSEN-462600602002,1,2,1,2
0.2192093489955334,-1.2897424128631432,0.027494306402813726,SSEN-462600602003,1,2,1,2
-2.557082980073216,-1.5611103274378744,0.8947964919983317,SSEN-462600602004,1,2,1,2
-0.07825593422627626,-1.6397399309946363,-0.20520367954119698,SSEN-462600602005,1,2,1,2
-1.2257873972714368,-0.7691393166324958,-0.13221855391592632,SSEN-462600615001,1,2,1,2
-2.0741204347311024,-1.2730296030582129,0.6032880781980337,SSEN-462600615002,1,2,1,2
-0.21559855916654463,0.3620929322374992,0.6366742692112191,SSEN-462600615003,1,2,1,2
0.3361270287699765,-0.36598306321124396,-1.0427843810790756,SSEN-462600615004,1,2,1,2
4.379460540303832,-0.03916649538493101,0.42572219088524593,SSEN-462600615005,0,0,0,0
-2.5780322537421823,-1.205399562252825,0.7351348739947664,SSEN-464000704001,1,2,1,2
2.831322857434373,-0.5267616651366241,0.5655405387560296,SSEN-464000704002,0,0,0,0
-2.221503881624756,-0.12158920269271728,-0.30139225342854575,SSEN-464000704003,1,2,1,2
0.4061915005309714,-1.127665606772155,-0.2629363947257353,SSEN-464000704004,1,2,1,2
3.137776600257102,-0.04839296248381736,-0.11633111005702887,SSEN-464000704005,0,0,0,0
0.11092218979887235,-1.0069981582514043,0.3049687081374528,SSEN-490400102001,1,2,1,2
0.22666680029137712,-0.9312257878260642,0.9277147762851368,SSEN-490400102002,1,2,1,2
3.9961250015841943,-0.2638351154866933,0.7180741019894348,SSEN-490400102003,0,0,0,0
0.8436474752477384,-0.2592021958218512,-0.15855193849789218,SSEN-490400102004,1,2,1,2
-5.501672355595224,1.8228180345771765,2.4996088290216183,SSEN-490400102005,1,2,1,2
-1.599509597823473,-0.9694070720290733,0.8782818061214304,SSEN-490400102006,1,2,1,2
-2.299501740185336,-1.8180462163843263,0.6790095479801694,SSEN-490400620001,1,2,1,2
0.3098733308169209,2.062486264650849,-3.0578940948167617,SSEN-490400620002,1,2,1,2
5.587197819029771,1.5577641451554922,0.18054936594871207,SSEN-490400620003,0,0,0,0
-0.6612541164035455,-0.7258990221063965,-0.18458184350325385,SSEN-490402010001,1,2,1,2
2.4690047990415365,-0.2687378550460441,-0.35875138771887655,SSEN-490402010002,0,0,0,0
-0.5002446090573263,-0.9704943791917905,0.803599925504798,SSEN-490402010003,1,2,1,2
1.620951380129009,-0.5745605353420127,0.196182352353122,SSEN-490402010004,0,0,0,0
-0.4142565268845214,-0.039523743677653544,-0.2974768413727574,SSEN-490402010005,1,2,1,2
4.056322077916795,0.13781400461584,0.8581291164070752,SSEN-490402400501,0,0,0,0
5.389585609616162,0.18811671635876603,1.4074359439570845,SSEN-490402400502,0,0,0,0
-2.5811011239489057,0.726351877583145,-0.10651402842613947,SSEN-490402400503,1,2,1,2
-0.10259655470630066,-1.5319769521547102,-0.2299572007546793,SSEN-490402400505,1,2,1,2
-2.4259384150096484,11.425304413979775,-3.638394076313096,SSEN-490700102002,1,1,1,1
2.6737692583332118,-1.0473683313499718,-0.9767217806526527,SSEN-490700612001,0,0,0,0
-3.217330995727442,-0.12511233649274386,0.8021821263868664,SSEN-490700612002,1,2,1,2
1.3108345767269611,-0.48579009474126983,-0.4764486325556369,SSEN-490700612003,0,0,0,0
-1.4057251134101312,0.10295519634026136,-0.018957822105619717,SSEN-490700612004,1,2,1,2
0.8587691687810597,1.8429252219343135,0.8335975587507971,SSEN-490700612005,0,0,0,0
0.9315848834553107,-0.7000263227655142,-1.144829293858007,SSEN-491001118001,1,2,1,2
-1.9835741185784974,-0.14257524028967877,-0.9941405487990902,SSEN-491001118003,1,2,1,2
-3.0666045712189436,1.974313952016867,1.2968581379969226,SSEN-491100302001,1,2,1,2
0.715465843052186,-1.0211237516561427,-0.5074141439121493,SSEN-491100602001,1,2,1,2
-1.5650063893827557,-0.12166686468697939,-1.2130081453578827,SSEN-491100602002,1,2,1,2
0.5505875725335414,-0.8469207599861054,0.10395932768294137,SSEN-491100602003,1,2,1,2
-0.4011843384086041,-0.0862405125599277,0.14901852156102102,SSEN-491100602004,1,2,1,2
-0.6217924608293014,-0.9633837026349661,-0.24189609317160232,SSEN-491100604001,1,2,1,2
-1.3458590465441262,-0.7238964587769648,0.8086253074065994,SSEN-491100604003,1,2,1,2
0.5694741022090336,-0.9211805306090838,-0.8899678491981765,SSEN-491100604004,1,2,1,2
0.5358733037860011,-0.9202949455017725,-0.2815116145779053,SSEN-491100610001,1,2,1,2
0.12397545780553638,-2.1583672102358484,0.13666753450720726,SSEN-491100610002,1,2,1,2
