PC1,PC2,PC3,lv_feeder_unique_id,cluster_k2,cluster_k3,Summer_aligned_cluster_k2,Summer_aligned_cluster_k3
-1.5532750698064683,-1.9368889583103484,0.46441925550720536,SSEN-400600301501,1,2,1,2
1.689743476955872,-0.6653081057817885,0.8781895107748708,SSEN-400600301502,0,0,0,0
-2.5824345295270508,-0.8223334328202351,1.1222263847485172,SSEN-400600301503,1,2,1,2
1.2707237404988514,-1.7083702994859782,-0.013433722922304984,SSEN-400600301504,0,0,0,0
-2.6757128678872566,-1.0883605973047847,1.482497477430647,SSEN-400600301505,1,2,1,2
-0.13965222523302648,-0.7202581824610513,-0.18082420501382535,SSEN-401100228001,0,0,0,0
-1.0719386933056323,-0.8377809713242663,0.25689124151109083,SSEN-401100228002,1,2,1,2
0.4166236133027655,0.30390798743020675,-1.7353393182615697,SSEN-401100228004,0,0,0,0
1.521061941510977,-0.9493473541407677,-0.4508644324497501,SSEN-401100228005,0,0,0,0
-2.3694005434246215,-0.8662698116361524,1.3760911789900445,SSEN-460000307001,1,2,1,2
-1.93652673089362,-0.7917602394968675,1.0617007644232646,SSEN-460000307003,1,2,1,2
-1.1017697568733724,-1.1656359325997478,0.6781481914966727,SSEN-460000307004,1,2,1,2
2.8804804006479747,0.1617542023414103,0.07041101239782233,SSEN-460000307005,0,0,0,0
-1.0338547183143356,-0.8690618034356107,-0.6246403868922917,SSEN-460000307006,1,2,1,2
2.360641646074147,1.4608963896603997,-0.4837387203524957,SSEN-460000640001,0,0,0,0
-0.8488172400832165,-0.43844339201605725,-0.6444252391239483,SSEN-460000640003,1,2,1,2
0.8795612532382148,0.34445733931913036,-0.40677563943888356,SSEN-460000667001,0,0,0,0
1.8661145085105608,0.8505226130992414,-0.7769400407654276,SSEN-460000667002,0,0,0,0
-2.4394433400956714,-2.081380287460177,-0.18429225637708274,SSEN-460000702003,1,2,1,2
-1.297985220280957,0.3226609827006817,0.01370771089230002,SSEN-460000702004,1,2,1,2
-0.6764785127146805,-2.064450595929743,-0.3477374889397065,SSEN-460001515001,1,2,1,2
-1.2464772139884996,-2.185591004961404,-0.8435194090679027,SSEN-460001515002,1,2,1,2
-1.8794962181079453,-1.2028856449823648,0.41258791331713146,SSEN-460001515003,1,2,1,2
-1.880977412367543,-2.0265612677351186,-0.43079755832993033,SSEN-460001515004,1,2,1,2
-0.6185538539034474,-2.362430413234671,-0.5579491244871493,SSEN-460001515005,1,2,1,2
-2.2676598522669758,-1.1281980773467535,0.14625094461670196,SSEN-460200307001,1,2,1,2
-0.6814809686692405,-1.044783190653813,0.4851341268017068,SSEN-460200307002,1,2,1,2
-2.2039013860232557,0.3415724752312645,1.1360793411423447,SSEN-460200307006,1,2,1,2
-1.941787573421052,-1.164195333447493,0.16904967383394903,SSEN-460200307007,1,2,1,2
1.375891202038795,-1.7861936068100375,-0.20206151971906447,SSEN-460200307008,0,0,0,0
-1.5371623882924528,-1.9218534447453657,-0.3222571781952337,SSEN-460200307009,1,2,1,2
-2.5873204690662046,-1.1788085285391932,-0.10396265740440383,SSEN-460200307011,1,2,1,2
-1.2034894633298328,0.5257988492768287,0.12114527600835988,SSEN-460200618001,1,2,1,2
-0.5469589888178124,-0.699631514837914,0.3521589514233914,SSEN-460200618002,1,2,1,2
2.955548734736798,-0.5750873807057452,0.32964106376656227,SSEN-460200618003,0,0,0,0
-0.377108304080643,-0.8556724032980086,0.05470575890579939,SSEN-460200618004,1,2,1,2
-0.8152791071916421,-1.0171123656794545,-0.20653515885841123,SSEN-460200618005,1,2,1,2
2.296924283300402,-0.3744344289848772,1.1308832639248743,SSEN-460200618006,0,0,0,0
1.0928193529856665,-1.1137110132862453,-0.3823903582743282,SSEN-460200618007,0,0,0,0
1.0647238436892381,-0.11316651917253737,1.0249655471905952,SSEN-460500501301,0,0,0,0
0.22325523680327927,-0.10014083932421225,-1.17260103528805,SSEN-460500501302,0,0,0,0
2.4516093866874327,-0.7803413772246194,-0.24948339615204562,SSEN-460500501303,0,0,0,0
-2.9639018693310772,1.0071057948864888,1.39723009725689,SSEN-460501021001,1,2,1,2
-3.08518030812915,0.4557416448300951,0.3402156551855301,SSEN-460501021002,1,2,1,2
-0.5969929784617387,-1.0529627347272084,-0.3737056133861978,SSEN-460501021003,1,2,1,2
-2.1854620837344334,0.7765413313669409,-0.07776152372823887,SSEN-460501021004,1,2,1,2
1.0092001099894647,-0.6526014270609188,-0.792333557593714,SSEN-460501721001,0,0,0,0
-2.9549334162633634,1.6764250871780517,-0.9238546148429421,SSEN-460501721004,1,2,1,2
-2.5737549149850834,1.1198509538005235,-0.021543557884408638,SSEN-460501721005,1,2,1,2
1.6059574727242723,-0.37158274683748865,0.12299579326020946,SSEN-460501724001,0,0,0,0
2.1535068347723123,-0.3151222734192282,0.34618541069209824,SSEN-460501724002,0,0,0,0
-1.46930133613208,-1.0346204409630944,0.6746064080359236,SSEN-460501724003,1,2,1,2
0.30732968682179773,-1.4010604957726285,-0.11054184901716659,SSEN-460501724004,0,0,0,0
-1.345062412175544,-1.2743894390738397,-1.2696425138984546,SSEN-460600102001,1,2,1,2
3.358525928189976,1.3503010997853346,-0.48836989505580025,SSEN-460600102003,0,0,0,0
0.06040083661401898,0.16698311815531078,-1.7844236011641441,SSEN-460600102004,0,0,0,0
-0.7882698629469738,-0.955271337573594,-0.58558969564799,SSEN-460600103002,1,2,1,2
-2.5760288066754975,-1.016063178347748,0.6724498279589962,SSEN-460600103003,1,2,1,2
1.8543783203905817,-0.6783420165838726,-0.2145471642146736,SSEN-460600103006,0,0,0,0
-0.3310879417855435,-1.020419234197223,-0.46532862573845296,SSEN-460600105004,0,0,0,0
-0.662068491739534,-0.9333782220276726,-0.5465111486770203,SSEN-460600105005,1,2,1,2
-3.4378100253351183,-2.2001639968938993,0.9960160019065544,SSEN-460600208001,1,2,1,2
-0.31103056073387275,-0.6580984704321486,-2.1665022044068682,SSEN-460600208002,0,0,0,0
-1.5682149143430832,0.19247251820431416,-0.7348946549987405,SSEN-460600208003,1,2,1,2
-0.2704632852420124,-0.0008776517343319443,-0.13850344808313728,SSEN-460600434001,1,0,1,0
-0.4725764531036158,-0.6129739053489593,-0.015468085227891532,SSEN-460600434002,1,2,1,2
10.694497321153216,1.9496611483447657,3.8380762102766517,SSEN-461000302001,0,0,0,0
-0.6246455243081717,-0.8361071568967632,-0.5745432303925518,SSEN-461000302002,1,2,1,2
-6.6700952281359065,1.8751328227074553,4.924585727667763,SSEN-461000307001,1,2,1,2
-2.4895722762996786,-0.8614603217816884,0.9515403097321508,SSEN-461000307002,1,2,1,2
1.9608035068298124,-0.9232832921267656,-0.3283840885185273,SSEN-461000307003,0,0,0,0
-3.5382239583025172,0.4863791761472513,0.5130067617820587,SSEN-461400507003,1,2,1,2
1.2507306533229512,-1.7378059743447467,-0.13743544741379835,SSEN-461800102001,0,0,0,0
-1.7929092866910044,-1.3464039128967036,-0.1713375589132431,SSEN-461800102002,1,2,1,2
-3.3058840609959494,-1.0715936870210099,1.4277878109706779,SSEN-461800102003,1,2,1,2
-1.3158359582083874,-0.29379743954422716,-0.13561143868897768,SSEN-461800102004,1,2,1,2
0.10475210370870916,-1.9867905026077486,-0.8765883564232195,SSEN-461800102005,0,0,0,0
-1.6794880596318371,-1.3536187793183725,0.657732465109632,SSEN-461800102006,1,2,1,2
-0.1447371666484032,-2.3878893102346437,-0.4346035321014427,SSEN-461800108001,0,0,0,0
-2.0079922208779823,-0.9266667759285893,0.1958206831829102,SSEN-461800108002,1,2,1,2
-1.5061667394394784,-1.2347209973912663,-0.09979655317120253,SSEN-461800108003,1,2,1,2
-0.11543388697326108,-2.22518172633492,-0.46617415192004336,SSEN-461800108004,0,0,0,0
0.12054808676674166,-1.8100524628049868,-0.2926148975486595,SSEN-461800108005,0,0,0,0
-2.802009590147121,-2.156745922968846,1.0521517519060068,SSEN-461800108006,1,2,1,2
-0.7729270378018839,-1.2253780226983275,-0.22857909344641283,SSEN-461800122002,1,2,1,2
-0.4177260700359378,-1.3575583280218766,0.1952908519248217,SSEN-461800122003,1,2,1,2
-1.007650507408412,-1.4828014233483293,0.034557338538291064,SSEN-461800122004,1,2,1,2
-0.3834394704549005,-1.097405935518056,-0.6064005315124906,SSEN-461800122005,1,0,1,0
-0.7442605889257988,-1.602970096587792,-0.26612517243736317,SSEN-461800122006,1,2,1,2
1.7359590474903983,-1.02456505491859,-0.2458964607598807,SSEN-461800202001,0,0,0,0
0.8414747374875933,-1.3631253867468627,-0.060241515444762236,SSEN-461800202002,0,0,0,0
-1.4052260795664067,-1.1414506300583969,-1.0582921212676162,SSEN-461800202003,1,2,1,2
0.29349231174492313,-1.7591018127021945,-0.4563738842005968,SSEN-461800202004,0,0,0,0
0.6889773598760126,-0.7306900966442281,-0.16671566585287928,SSEN-461800202005,0,0,0,0
-3.8193477026873657,-0.3609939405248136,-0.5757134572349124,SSEN-461800202501,1,2,1,2
0.5820267523521082,-0.6119107648116978,1.2787509155128436,SSEN-461800204001,0,0,0,0
-0.09558338344406712,-1.9920039421951214,-0.6291429517696426,SSEN-461800204002,0,0,0,0
1.653860045710735,-1.2144411714494079,-0.7569510859874371,SSEN-461800204003,0,0,0,0
1.7900362385105457,-1.2251539867447154,-0.22010267370809888,SSEN-461800204004,0,0,0,0
-1.2988805701550294,-2.0549551676852476,-0.07154415546591492,SSEN-461800204006,1,2,1,2
-1.3859968386516763,-1.1160812266860412,0.347401260849212,SSEN-461800205002,1,2,1,2
-0.5612667783570727,-1.5228709153105675,-0.1817463464057467,SSEN-461800205003,1,2,1,2
-0.29602756065336183,-1.914887604337718,-0.44266224196201504,SSEN-461800206001,0,0,0,0
-2.2871423595549016,-1.18190155677273,0.7796778161386235,SSEN-461800206004,1,2,1,2
-0.5920636907207678,-0.05054649360098618,-1.0318894016012357,SSEN-461800210001,1,2,1,2
-1.415572997194164,-1.5688970876294086,-0.5615894563946809,SSEN-461800210002,1,2,1,2
1.4236815848337796,0.2801306247826181,-0.04827256948609144,SSEN-461800210003,0,0,0,0
-0.9852770944394638,-1.6385499913391264,-0.8152510558998677,SSEN-461800210004,1,2,1,2
-0.8293342328568952,0.3650518299468348,-0.3834886074071156,SSEN-461800310001,1,2,1,2
-2.1210637217878205,-1.7156849120642663,-0.8419152044403663,SSEN-461800310002,1,2,1,2
-1.1879599477268539,4.294567981267753,-1.1521616424021166,SSEN-461800310003,1,1,1,1
-1.9858662715220563,-2.06323310651594,0.26616302676946013,SSEN-461800310004,1,2,1,2
-1.8885821282856827,-2.382807269361695,-0.42531868678524204,SSEN-461800310005,1,2,1,2
0.5352971657405771,-1.6091326304779126,-0.43446462856366336,SSEN-461800312001,0,0,0,0
-0.9286814171907017,-1.931383275631402,-0.030922358940824995,SSEN-461800312002,1,2,1,2
-2.815740065812001,0.4625183780453689,1.8012114096756566,SSEN-461800312003,1,2,1,2
-0.42568376386820617,-1.236338280372967,0.058767354011138966,SSEN-461800312005,1,2,1,2
-0.24779686916602833,-1.9332365575893036,-0.703457276334404,SSEN-461800316001,0,0,0,0
-1.4038829366801115,-3.062222242586339,-1.004142801432369,SSEN-461800316002,1,2,1,2
-0.7248965972227991,-2.378742740025625,-0.6668898293667352,SSEN-461800510001,1,2,1,2
-0.7625566349643277,-1.6783454987934072,-0.3695882378420103,SSEN-461800510003,1,2,1,2
-0.9318776620161942,-1.477861493169646,-0.1733081898704048,SSEN-461800512001,1,2,1,2
-1.0354999732727566,-2.404076467371205,-0.4403709570009576,SSEN-461800512002,1,2,1,2
-1.239413313713557,-1.753705479547629,0.1380719315607493,SSEN-461800512003,1,2,1,2
0.2987525382247109,-2.1739180133583735,0.14408837409001424,SSEN-461800524001,0,0,0,0
-0.5628149984683953,-1.8027265198960873,0.10535368284578704,SSEN-461800524002,1,2,1,2
-0.6139884908200561,-0.7528721198996465,0.1269895978252159,SSEN-461800524003,1,2,1,2
-0.4097091892147946,-0.9868475921733907,-0.13839908970748602,SSEN-461800524004,1,2,1,2
-3.282047035208567,-0.039237857909484315,1.6077001762815042,SSEN-461800528003,1,2,1,2
0.3618320167720856,-1.7167679056348637,-0.8498292469776665,SSEN-461800528004,0,0,0,0
-0.6447054135006116,-0.6155472453506865,-0.40172445694061354,SSEN-461800530001,1,2,1,2
-3.781064778103138,1.6167210641259422,2.701752172424239,SSEN-461800530002,1,2,1,2
-2.3755144273360282,-1.0052491677385809,0.40395822014033983,SSEN-461800614001,1,2,1,2
-1.756920144731866,-0.8414209830023732,0.7655542251447547,SSEN-461800614002,1,2,1,2
-0.6778580607390025,-0.7565140796997268,0.5618366723057546,SSEN-461800614003,1,2,1,2
1.7237266989790818,-0.9456206264910487,0.535039425997504,SSEN-461800614004,0,0,0,0
-1.4673581673711356,-0.0667695791242217,1.053316454223637,SSEN-461800614005,1,2,1,2
0.0757082433675581,-1.5860559032819361,-0.5879893458147459,SSEN-461800614006,0,0,0,0
-1.3601031953666245,-0.2982033631406573,0.1944194802339513,SSEN-461800614007,1,2,1,2
-2.060393376900646,-0.5364216481262446,0.6092496402852343,SSEN-461800614008,1,2,1,2
-3.113107485194762,0.4087739086696507,0.9986066431097993,SSEN-461800702001,1,2,1,2
-2.3885720508976473,1.5878892705065617,-0.7120171884781038,SSEN-461800702004,1,2,1,2
-2.611755855976434,-0.4491234288333835,-0.09077329914970565,SSEN-461800702005,1,2,1,2
-1.9023466942637195,0.15040549762825234,-0.4188742075709347,SSEN-461800702006,1,2,1,2
-0.37631127587201946,-1.5386970642365505,-0.034293989460674634,SSEN-461800704001,1,2,1,2
0.5027614401234709,-1.7960841490858752,-0.6169954008893364,SSEN-461800704004,0,0,0,0
-4.426184923621175,0.5258932331031078,2.259899857689961,SSEN-461800704005,1,2,1,2
0.436104172206597,-2.190496774793816,-0.07749240174908495,SSEN-461800710001,0,0,0,0
-1.5253792167767157,-1.4015259926928108,-0.6463766882914271,SSEN-461800710002,1,2,1,2
1.5868686353690227,-1.566582321484075,0.15451993055100532,SSEN-461800710003,0,0,0,0
-1.2644301564571427,-0.42607290158317684,0.3055404658935119,SSEN-461800710004,1,2,1,2
-0.8029924716866623,-0.18610053968335896,-0.338093148931024,SSEN-461800802001,1,2,1,2
-2.5919214471619774,0.1410524203016462,1.2193088150226492,SSEN-461800802002,1,2,1,2
-1.6954826914084893,-0.23541431722810102,-0.46852691908221245,SSEN-461800802003,1,2,1,2
0.06357828824584383,-1.5355068281167594,-0.38936809121334287,SSEN-461800802004,0,0,0,0
-0.5063280683250587,-0.6709498811060058,-0.04451152608875017,SSEN-461800802005,1,2,1,2
-2.375239595196047,-0.09642494561132682,0.6344001853365686,SSEN-461800804001,1,2,1,2
0.32714856106489215,-1.4253589576001109,-0.3940780605758497,SSEN-461800804002,0,0,0,0
-2.8403789629336584,-0.37566184048782175,0.6415765130290269,SSEN-461800804003,1,2,1,2
-2.0872117077770396,-0.19902585805974932,-0.10660646417877967,SSEN-461800804004,1,2,1,2
-1.412053211348737,-1.1264046268651093,-0.03223798943882464,SSEN-462600102002,1,2,1,2
-0.7781424759940986,-0.6825155061179368,-2.935839844527822,SSEN-462600102004,1,2,1,2
-0.658075209357007,-2.237334576842628,0.016931286968532883,SSEN-462600128001,1,2,1,2
-0.41113947846901855,1.7347169439796757,-2.104598727804938,SSEN-462600128003,1,1,1,1
-0.6719633714067783,0.11151129657579124,-0.4445653599751557,SSEN-462600130003,1,2,1,2
-0.5142474070047509,2.814255661206628,-1.199909260093885,SSEN-462600130004,1,1,1,1
-1.0485802656349714,8.081025819137874,-0.4214183473905583,SSEN-462600136001,1,1,1,1
-2.5940879191251787,-2.8392089289305305,0.2601662089098418,SSEN-462600136002,1,2,1,2
-1.8235939391406404,-1.70802027628113,-1.2587633754246892,SSEN-462600136004,1,2,1,2
1.3466646354655714,0.9219436792695744,0.49470122399185773,SSEN-462600148001,0,0,0,0
-0.610994917068524,0.7080265466727151,-0.44489635821186413,SSEN-462600148002,1,2,1,2
-0.5839297265260834,-1.4911730100106853,-0.8667472244728567,SSEN-462600148004,1,2,1,2
0.582856817764703,-0.5702673919728195,0.09041394257761899,SSEN-462600148005,0,0,0,0
-0.8538700943337844,-1.3374693283797952,0.0669183532223984,SSEN-462600150001,1,2,1,2
-1.1538148272668247,-1.2550780061897082,0.7507696623932852,SSEN-462600150002,1,2,1,2
-1.9757799561189848,0.08962564393292013,0.2825447243212549,SSEN-462600150003,1,2,1,2
-2.3053464706265228,-1.7892512398163867,0.8684319213532747,SSEN-462600150004,1,2,1,2
-0.9314639676237723,-1.4448695035241763,-2.1009749660581702,SSEN-462600208004,1,2,1,2
-7.56189815655086,2.6927787010652673,5.4813368642120714,SSEN-462600309002,1,2,1,2
-2.4936665484481084,-0.5501655824355958,-0.9500623042673372,SSEN-462600309003,1,2,1,2
2.1490022134493754,-1.5286418279533476,-1.0136573650382525,SSEN-462600309004,0,0,0,0
-0.1148674333019946,-1.6258238187105243,0.12880742681717675,SSEN-462600309005,0,0,0,0
-0.5181789192067422,-1.5792980802355654,-0.20191825928812546,SSEN-462600310001,1,2,1,2
-2.697007827749849,-0.4160065773976598,2.6960387333404667,SSEN-462600310002,1,2,1,2
0.05670297660035172,-1.7177543723336213,-0.44705848402288906,SSEN-462600310003,0,0,0,0
-1.8036297336684666,0.6520519337800887,-0.6840237344041518,SSEN-462600434001,1,2,1,2
-1.9950520816739312,-1.1905156032209365,-0.552854570595892,SSEN-462600434002,1,2,1,2
-1.0969298230124016,-1.4714223513925342,-0.8717570504455042,SSEN-462600434003,1,2,1,2
-1.1001739473375582,-1.1691857955048455,-0.1592242313528081,SSEN-462600434004,1,2,1,2
0.169130555042962,-1.1782209161176906,-0.1370825964144573,SSEN-462600434005,0,0,0,0
0.1269607000543899,-1.24517759691334,0.44457557933076286,SSEN-462600602001,0,0,0,0
-0.16351204872152575,-2.0043885609413414,-0.45969571792018915,SSEN-462600602002,0,0,0,0
-0.5551287125677264,-2.248916724205301,-0.493937118446504,SSEN-462600602003,1,2,1,2
-2.350382926283712,-2.3217072802558594,0.24789799754430952,SSEN-462600602004,1,2,1,2
-0.6791659198383106,-2.33973898198129,-0.4971895088405201,SSEN-462600602005,1,2,1,2
-1.89807140155102,-2.043908468197289,-0.10395514435010586,SSEN-462600615001,1,2,1,2
-2.1861295338152322,-1.8155118312865017,0.3646479583795129,SSEN-462600615002,1,2,1,2
-1.352741095273287,0.049767014129990766,0.984694680068695,SSEN-462600615003,1,2,1,2
-0.6110313028930264,-0.6929026856589688,-0.7789186276330033,SSEN-462600615004,1,2,1,2
2.722147623916991,-0.284814016561512,0.3383198244730099,SSEN-462600615005,0,0,0,0
-2.0329121160087733,-2.229497043995911,-0.2566801568945475,SSEN-464000704001,1,2,1,2
0.8972732872879654,-1.0449697924242691,0.4851014138626938,SSEN-464000704002,0,0,0,0
-3.3891505970246367,-0.7360833001856647,0.7688300871708299,SSEN-464000704003,1,2,1,2
0.1668097495697491,-1.4745476877811174,-0.572961698779804,SSEN-464000704004,0,0,0,0
1.4547786218286298,-0.7887985793589508,-0.3732676770652919,SSEN-464000704005,0,0,0,0
-0.5436988931114343,-1.1630796437003041,0.1630256553303004,SSEN-490400102001,1,2,1,2
-0.7691922668454032,-1.2933771902955424,0.7155660468658374,SSEN-490400102002,1,2,1,2
2.035571762358092,-0.9098398402786296,0.19565693474659,SSEN-490400102003,0,0,0,0
0.10339205260382348,-0.38485050382437647,-0.546662171611829,SSEN-490400102004,0,0,0,0
-5.102453984910926,1.0587837586173683,1.7265716154026276,SSEN-490400102005,1,2,1,2
-1.4311046717529465,-1.9427687311720812,-0.21062999974677646,SSEN-490400102006,1,2,1,2
-2.8190205774604697,-1.9141785451623692,1.0273460294197694,SSEN-490400620001,1,2,1,2
-0.38357103806415505,1.799484252754307,-2.863512708849535,SSEN-490400620002,1,1,1,1
3.625297236388504,0.6473396691904821,-0.3845579056404064,SSEN-490400620003,0,0,0,0
-1.6528500199858975,-0.9860368185048068,0.14242065200832815,SSEN-490402010001,1,2,1,2
1.5980308648551957,-0.6931544832865323,-0.5381773642130576,SSEN-490402010002,0,0,0,0
-1.04904313019345,-1.2849557647504544,0.6393674989556307,SSEN-490402010003,1,2,1,2
0.769635283661968,-1.1286458446674492,-0.2182724503360902,SSEN-490402010004,0,0,0,0
-1.2694566749940774,-0.471295956793031,-0.12605027089707238,SSEN-490402010005,1,2,1,2
2.0916481592445075,-0.3552432775754298,0.3753211283524209,SSEN-490402400501,0,0,0,0
3.5293661256538904,-0.7886082712056386,0.3770571123037898,SSEN-490402400502,0,0,0,0
-2.3012405039494714,-0.06340602361554189,-0.7003469988082122,SSEN-490402400503,1,2,1,2
-0.975166497427298,-1.6857096979993473,-0.31040688251627285,SSEN-490402400505,1,2,1,2
-2.6893491969796224,6.470608120679267,-2.733207283444282,SSEN-490700102002,1,1,1,1
0.7769690805803454,-1.5042655961766909,-0.6752090643921926,SSEN-490700612001,0,0,0,0
-4.500896005802864,0.31982813757943146,2.0689966236306443,SSEN-490700612002,1,2,1,2
0.1734115152174065,-0.8068671505439801,-0.5113068636991354,SSEN-490700612003,0,0,0,0
-2.0916021440369126,-1.3867093279117308,-0.08599917603700116,SSEN-490700612004,1,2,1,2
-1.393650745775462,-0.26132255620888684,0.5902944643063889,SSEN-490700612005,1,2,1,2
0.21264044340709976,-1.3084238317556787,-1.5090868360659468,SSEN-491001118001,0,0,0,0
-0.3152556465604879,-3.360021807055429,-4.215842436999148,SSEN-491001118002,0,0,0,0
-2.431725119121424,-1.6317470408239825,-0.5011706030988355,SSEN-491001118003,1,2,1,2
-3.239835887769035,1.7648242406845738,1.091891000812995,SSEN-491100302001,1,2,1,2
0.1819645972438407,-1.4539117117869793,-0.7566053826592035,SSEN-491100602001,0,0,0,0
-1.7725926452766496,-0.5463219763140629,-1.1782927373329526,SSEN-491100602002,1,2,1,2
-0.10396997233006365,-1.4945812730286294,-0.2718047284295964,SSEN-491100602003,0,0,0,0
-0.6807555454519236,-0.8589885004191131,-0.3069825795525196,SSEN-491100602004,1,2,1,2
-0.8470016505442929,-1.5846892451176156,-0.659881940370805,SSEN-491100604001,1,2,1,2
-2.0658512578852886,-0.5050302705589685,1.308885027199726,SSEN-491100604003,1,2,1,2
-0.8122644115157339,-0.7460649547841618,-0.037347334590260836,SSEN-491100604004,1,2,1,2
-0.633387872662111,-1.2029775030768413,0.12351020748991715,SSEN-491100610001,1,2,1,2
-0.4373884851851459,-2.2994223572475794,0.1499034645986449,SSEN-491100610002,1,2,1,2
