lv_feeder_unique_id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,cluster_k2_pca,cluster_k3_pca
SSEN-400600301501,-1.4136458968401215,-0.8760455284008087,0.9169950832266877,-0.20056916754732962,0.3423284441253602,-0.06713769735742627,-0.2322783575111896,0.07425182616282985,-0.039515425549494596,0.027723315744483123,-0.002136513845094217,-9.829428654684427e-05,0,0
SSEN-400600301502,2.8915297254943217,-0.1133385357923062,1.191758276482088,-0.4111008383009748,0.5113077457663693,-0.3352338927737059,-0.2665503156342897,-0.07055835300700775,-0.18476143643288007,0.008235251050362363,-0.0027398908856569775,0.00031527511720934407,1,1
SSEN-400600301503,-1.9124485094367203,-0.6948758233343278,0.9225695801188714,-0.1247875196996616,0.38626777362759585,-0.11934460352127861,0.00031379089963014104,0.04003388643841558,-0.013216473714168654,0.0012923489325887708,-0.010707235215306093,1.1503729656928475e-05,0,0
SSEN-400600301504,2.452982210927469,-0.900627563797123,0.5240485167104428,0.07494418264152145,0.6613869661656692,-0.09428208170532891,-0.25605074549175155,-0.12290924857555548,-0.011315237963891497,0.005842005304869736,0.010877415846086948,-0.00012047546259311933,1,1
SSEN-400600301505,-2.267532446182008,-0.7850647755674413,1.4492867837371117,-0.4609334836203716,0.2202471912269306,0.0338823385454711,0.0036810423936422844,0.07102313055906657,-0.010177609043677883,0.0013270447042674498,-0.016198199093222114,-0.00026942431012854295,0,0
SSEN-401100228001,0.6333796831243423,-0.11791920799902779,-0.10946535524164158,-0.25147829699032576,-1.4300704933013424,0.1334068492618769,0.1649526544855465,0.008518805452887222,-0.04821465045422112,0.002558929438254649,0.006017818966085815,0.0002393455709264061,0,1
SSEN-401100228002,-0.538405867207157,-0.34290124178775006,0.2790292833414379,-0.30861548777636977,-0.982027122875666,-0.15191550864975098,-0.024029441455005827,0.008951864664473834,-0.060923631315286025,0.0028133238820639214,0.008359048075562406,-0.0002563512682451284,0,0
SSEN-401100228004,1.624216083679241,1.418782019038397,-1.9500339058185343,1.4732167037715578,0.6893676641776353,0.3712726296839818,0.17981594238111906,0.3227876404646547,-0.013388897856560129,0.00034901931649430293,-0.028222621151515817,7.270735485732173e-05,1,1
SSEN-401100228005,3.3230015154128596,0.6285496816864562,0.010991552012995192,-0.5090861852916458,-0.44392858700562243,0.11401491420880693,0.4771560904467188,-0.0667978133335059,0.11163140814567202,0.0719299087267077,-0.004466623345192099,0.0013800127119577884,1,1
SSEN-460000307001,-1.9219544129676431,-0.7020461748667312,1.4427709661248673,-0.8144790694524816,-0.7748065091147576,-0.4988303804945221,0.1832145774826951,-0.00629464027514382,-0.03166651714118214,-0.017081346658540993,-0.011613955350254192,-0.00048272251206033103,0,0
SSEN-460000307003,-1.6854505350522166,-0.3625460102140672,1.3392929661425863,-0.6022266483092656,-0.10907047031258073,-0.1359023104066902,-0.17610125757955344,0.11991293982777662,-0.05850183097270367,0.030307738461181195,0.004806496892994262,4.231963892117728e-06,0,0
SSEN-460000307004,-0.6720264237424253,-0.7247195394910939,0.8916157184447614,-0.5400792902445665,-0.6251320785524768,-0.16000755825206445,-0.15605218524911818,0.029177946986740644,-0.08036674444175262,0.014282025705299356,0.0033535406380313447,0.0004385844644644385,0,0
SSEN-460000307005,3.9483358574219385,0.5455498205848226,0.3210154983729337,-0.012617895333170748,0.15861254253612989,0.03281240260157278,0.02425654517357269,0.06352674631726721,0.1312723898552469,0.019947526369480228,0.0030967617529999093,-3.336890114463215e-05,1,1
SSEN-460000307006,-0.5963609916577088,0.4651180154911721,-0.25294945687424575,-0.007557641673504502,-0.9502796731341187,-0.30707637730191667,0.055034688086219835,0.029751787476971332,-0.07448838290735894,-0.009078536295321307,0.016780165641637992,-0.000375984398967621,0,0
SSEN-460000640001,4.60344388043417,2.5791788039256356,-0.16332490163975857,0.902366366071161,2.3125739079556205,-0.003097888210073268,-0.06782360767692269,0.20119743451024885,-0.018614459790269478,-0.012660407790965826,-0.026567890425658477,0.0004817936600863115,1,1
SSEN-460000640003,-0.012452393636426792,0.5825202473364923,-0.5297389480522192,0.5480847313796121,0.3165145976978213,-0.22469481513781914,-0.12355494513652925,0.0582279402041935,-0.10306030730306313,0.001307941463219364,0.0029630952636340202,-9.210802985724499e-05,0,0
SSEN-460000667001,2.0885511584383565,1.6211985499083328,-0.2660003132698575,-0.453748466850396,-2.068256988572742,0.3485376183208822,0.4073319950808706,0.23749454900530254,-0.07123640288522172,0.0033816196825493944,-0.0181019630743582,-0.0003898955495200713,1,1
SSEN-460000667002,3.2652813081345715,2.1737656674080483,-0.6634972998757362,0.2072738965141743,-0.868554354677281,0.20455011503405895,0.5300606673625033,0.32993683192263323,0.03487776014151395,0.04987771431940166,-0.010064602480118362,0.0011156467938505004,1,1
SSEN-460000702003,-2.1885867754198705,0.1221963570017213,-0.958878929052152,-0.6051580801633571,-0.947544237177866,0.03853172590392804,0.9793231751998397,0.10301276054244327,-0.0319029318607429,-0.07805785642041982,0.07111533658325249,-0.00030023452572450676,0,0
SSEN-460000702004,-1.088178442045222,1.0898431686995977,0.4859035862553446,-0.3761053880821086,-0.48772972656034885,-0.08010515647575327,-0.27820608074170455,0.1162090704485116,-0.08667026370374643,0.020003689642739457,0.0033966419662034256,0.0002871940520897754,0,0
SSEN-460001515001,0.14331690853986997,-1.017424232152543,-0.2820817530937522,0.15466967224706166,-0.4935929726318741,0.04869144513006716,-0.18363987812063937,0.011251526886693165,-0.010785478105814013,0.00018335821109137794,0.0017207028083849037,0.00018348834004121834,0,0
SSEN-460001515002,-1.1022829927153295,-1.5543944555006763,-0.5292769788766499,0.763680968455663,0.6005470506959467,-0.049493848490676305,-0.09503778930286796,-0.09173360137466421,0.020859144989963434,-0.018704168298555854,-0.007099873236132158,-0.000277949861387023,0,0
SSEN-460001515003,-1.1269314249659859,-0.18227591889419376,0.36381804161307124,-0.2380356572545064,-0.07067133582183183,-0.383169320421274,-0.09307720197204546,0.02115987131355409,-0.052712929327023025,-0.0007675380736403074,-0.008378841826742008,0.0003576254565873838,0,0
SSEN-460001515004,-1.6840461194927345,-1.5686633070283516,-0.1007139305348064,0.5271626973990178,0.7139574831036665,-0.2703640678241194,-0.0382959596208731,-0.04454845719747064,0.03997139444474377,-0.027825055942069247,-0.022124689477701503,-0.00029371042357452586,0,0
SSEN-460001515005,0.06514787369825721,-1.7715620297266224,-0.437316001068605,0.4674887258450585,-0.06809853173786616,0.12487400894510173,-0.12885508147644187,-0.13777467277403083,0.03722316490347234,-0.010157195248706693,-0.0012656019361965772,-0.00016473926153801413,0,0
SSEN-460200307001,-2.2341861287395424,-0.2716616025540284,0.512096275893857,0.1423661477106485,0.7160827380671706,-0.19041014578400703,-0.145814683107317,0.11870042793260693,0.03796713352671224,0.025037791013043414,0.010643749855167308,-3.1516043708698656e-05,0,0
SSEN-460200307002,-0.20072616614040711,-0.29110718808235136,1.0876254468076432,-0.7747835504054496,-0.6226544251217612,0.01003543942554463,-0.4245496529614945,0.11377173766629513,-0.14805097683506313,0.007681318087337448,0.009008374409504126,0.0003012480779276055,0,0
SSEN-460200307006,-1.3316134841760645,0.3452980777092416,0.6170415976692971,-0.3829291357315362,-0.32630782841182193,0.11587192416326858,-0.2944174580886789,0.14652370660878078,-0.037170346591232306,0.03620987969673281,0.008803438814041725,-3.091100529616549e-06,0,0
SSEN-460200307007,-1.2417205417630035,-0.6590675876802048,-0.13723750343740732,0.2698743166749259,0.032612540519170494,-0.005821895034443438,-0.1223422296705074,0.07533080681411547,0.006570963709550665,0.008540054350616727,0.005664682786634365,0.00011040735247473236,0,0
SSEN-460200307008,2.482750394516565,-1.1294242269820305,0.24266932542475117,0.09107609397114706,0.12730897041899306,0.23239131066156557,-0.14690579238227236,-0.13668442105620623,0.13464980425651962,0.014801896548625144,0.017317942038439744,0.00016932776852332488,1,1
SSEN-460200307009,-1.4206025520706123,-1.6461358990786268,-0.16283004934052445,0.17679470320448004,-0.4805857756247346,-0.1302752447768321,-0.03145982654637999,-0.05705977003834008,0.043043686330488426,-0.030200406637524255,-0.00895867244316238,0.0003579507050214063,0,0
SSEN-460200307011,-3.0425223054477186,-0.5576868426657203,0.7085475112489956,0.13397746956567114,0.7909435629343546,-0.27322611580317663,0.09710327232339902,0.08260007278791393,0.10942286369418365,-0.02372184722254614,-0.0015221800083416732,-0.0002632845655448873,0,0
SSEN-460200618001,-0.8168185585220327,-0.1940025471740355,-0.10074707620123013,-0.008215482171610807,-0.5145295585315129,-0.06300540306916895,-0.17104178941727866,0.06067817155481979,-0.024345085353813602,0.007480811969671269,0.0013737449887957012,2.364983729705235e-05,0,0
SSEN-460200618002,0.6658573629888588,-0.32450631561612675,-0.03401797983887799,0.03744810876509027,-0.4606992808468977,0.1273394981440829,-0.08608217562937226,0.03517160107056465,-0.039067556065271056,0.007266650060841055,0.0010115911618945796,3.81985262396698e-05,0,1
SSEN-460200618003,4.623834437924716,0.5805611418820468,1.3574055032114685,-0.6789107791928586,0.35573535829718667,-0.16922152093359813,-0.2908806179723235,-0.0007074350758823448,-0.11446646239426055,-0.07520626981196203,0.007567891671990466,-0.0001717126687752726,1,1
SSEN-460200618004,0.5348284537683796,-0.484227490299621,-0.08086668073949285,0.11360278511921795,-0.3015168769676869,0.0782774384451569,-0.15952465272289842,0.01870372201847446,-0.04811680510329132,0.0026728306455765407,0.002752093539515493,8.010300910548294e-05,0,1
SSEN-460200618005,-0.2542866556086567,-0.5945421220678138,-0.09906540131676886,0.18183177131297157,-0.2892347919892143,-0.07683739761853636,-0.0046346545820070174,-0.057245085534051096,-0.05302966452416463,-0.0031269322811232317,0.002861074521967004,-0.0003259232202719544,0,0
SSEN-460200618006,4.226188153442795,0.3329935063970137,1.269502458273942,-0.638346018320706,-0.10180851566299158,-0.20066464789776448,0.06408018225502794,-0.06396860968101256,0.035070459280713485,0.05279911146229025,-0.0018646871909566726,-0.00013552600111066176,1,1
SSEN-460200618007,2.0933762630176327,-0.17841529536759387,0.12087044638341242,0.0040182786648716405,-0.21139626717754234,-0.05333910498796556,-0.06693109102377379,-0.025803447110099652,-0.035138314342375805,0.011042086054580316,-0.001151403291679923,3.307603908503659e-05,1,1
SSEN-460500501301,1.9096255379760885,0.17118904700148824,0.8806765004864655,-0.5367419110432602,-0.3636399476901701,-0.15617388752473563,-0.1162631892450387,-0.014268235283489443,-0.1712480576179063,0.00955193282613901,-0.004634374042591495,0.0008572009293960152,1,1
SSEN-460500501302,0.600846650552795,0.3121954077048285,-1.1009386523815805,0.6603475674284663,-0.4655842643047716,0.2435950034702265,0.18046604761384852,0.06008988697550181,-0.05052924638110899,-0.004223573527617225,0.010963639609482104,0.000348638822988506,0,1
SSEN-460500501303,3.3145611754268676,-0.07643387756642352,0.17966087429492747,-0.048446440477627084,-0.2003488329126683,0.3094987601699862,0.0034382719642886634,0.027429866728576287,0.1750953833117907,0.006123990639316764,0.005285257423078245,0.0006002025746625211,1,1
SSEN-460501021001,-2.7578597437125687,1.1552206306362587,1.4559757548024668,-0.7654781837060286,-0.3225133926132359,-0.006218749346879944,-0.09380139981962624,0.13160412591265996,0.04763987834058357,0.025904645471212392,0.00554174640914947,0.0001908730857678966,0,0
SSEN-460501021002,-3.0745130652753003,0.7423766651547216,0.6318891758201246,-0.08505480621288918,0.6179094791063662,0.14222358856480485,-0.10443240112968256,0.15414509248701533,0.1280348637404908,0.04077691828460959,0.03431845508850976,0.0001525264368312163,0,0
SSEN-460501021003,0.18407316654973901,-0.059239738347022904,-0.24769409109304846,0.023875517036920355,-0.706570214070558,0.00837980199303446,-0.16468822834857935,0.07043805144424259,-0.07025961770531491,-0.011910134738339993,-0.0075408098496835135,0.0002825460817416291,0,0
SSEN-460501021004,-2.2429638535151297,1.533734291834436,0.34357503267462225,-0.18374937689882764,-0.0013426372303536388,-0.0014779941512015852,-0.2900001523883804,0.12121951221575657,0.05164390232542937,0.04268249956535695,0.010682403812953283,0.00010070638108033326,0,0
SSEN-460501721001,3.128101802514117,0.8891498289536394,-0.6302359103999567,0.3486875615741649,-0.5403175452266976,0.34393428029596673,0.437977066385495,0.19228649365895714,0.19191345947445296,0.04148816090839315,-0.006850961670988516,-0.0004673672605711579,1,1
SSEN-460501721004,-4.111626568642089,8.982004905468195,0.037917628894540395,-1.5359970802327823,-0.7318286365911019,0.156799012302058,-0.7774388245496116,-0.6792670274739523,0.500801697930295,0.052724222434619855,-0.008594729388847644,0.00012523091238981766,0,2
SSEN-460501721005,-2.4500990421220594,4.891281821923314,0.10235094261233343,-0.8457859437036658,-2.06211602514437,-0.09161238454486115,0.09366706831402309,-0.13543481819145514,0.05462253234582103,0.0020642259438127353,0.11326048049272902,-0.00024746643097812505,0,0
SSEN-460501724001,3.052229759860825,0.47880390556760954,0.444778602519002,-0.07987470713330405,0.23337352175333434,0.04714705381133741,-0.09913998806277372,0.008212817124064489,-0.04885443036741852,-0.002759872697703103,-0.0029855259051807235,9.420463258004807e-05,1,1
SSEN-460501724002,4.148614023341176,0.6160022784939961,0.7230422723619161,-0.026778896529480567,0.7063483928305034,-0.02016728285940607,0.07774292700725845,-0.05361342291519899,0.08438883423901605,0.052151370675282714,0.0004269640658106044,-0.0002441648236089908,1,1
SSEN-460501724003,-0.19497221381690436,-0.4179547308530352,0.3631507538401667,-0.20498959915902756,-0.49256318995170556,-0.05701546781217409,-0.045628382721348615,-0.01096841968268573,-0.07508144824145262,0.002235571239719785,0.00018345581906370356,-9.671498868070716e-05,0,0
SSEN-460501724004,2.0490220075084062,-0.4338376603511768,0.06697606232280166,0.03604142372603338,-0.44231666234264294,0.1682682396251566,0.1625224462897476,-0.06990943481223684,0.08352900938577927,0.04024632518508539,-0.0033983961085323434,-0.00024552482419454026,1,1
SSEN-460600102001,-1.0132856389884084,-0.5037410361342519,-1.271887426616394,1.0745093091910618,0.5597776787421496,0.11511957345816642,-0.10995419087808472,0.004749513112931314,-0.010138133307417049,-0.015235992876614014,0.012447976221529858,6.636571692603501e-05,0,0
SSEN-460600102003,5.4799955183541575,2.7007916682880575,-0.3277134080509419,0.057180634049287096,-0.5669473087758534,0.5222935697821568,0.661291725116924,0.7015081864496076,0.4729903836069188,-0.031047733546909605,-0.06806449087462982,-0.0005075962739084965,1,1
SSEN-460600102004,1.4614682673729054,1.640615018673967,-1.9790101278258947,1.4888877139198757,0.8496852433001125,0.3655162555230338,-0.049906396240810405,0.36929211092781317,-0.05566281068175997,-0.0234466522314443,-0.05734997569991747,0.0002317025598256338,1,1
SSEN-460600103002,-2.6528436288892094,1.7662092313406261,3.23508083690159,-1.2130564251652483,1.2258499007927388,7.491584906663914,0.11078673213161308,-0.36080749769928466,-0.2419985312353351,-0.07038025309298918,-0.01167940957053779,-0.0007254496716188437,0,0
SSEN-460600103003,-2.341139606149987,-0.6995488547347477,0.6850688740359419,-0.13210653984098297,0.06677495853133805,-0.6178787065661285,0.02629705423699261,0.0946135782629505,0.06160732464449254,-0.0030388525696104034,-0.003321356202136732,-0.0002541139563449108,0,0
SSEN-460600103006,3.518326614466624,0.39368471704933533,0.09412895285359284,0.09533731149505754,-0.07925049038161311,0.10293361856895074,0.184002961683425,0.050216515718995366,0.16888031888868993,0.04835556760824739,0.0011057297697609548,-0.00044553501783013905,1,1
SSEN-460600105004,1.0302931911673563,0.2467851340521686,-0.6052444691552633,0.2508917479079988,-0.7184487767897689,0.12159442882829874,0.07871862486508792,0.09124678266588045,-0.029269286704545518,-0.0028163670374442293,-0.008654472364032408,0.00020469412222978942,1,1
SSEN-460600105005,0.07381300291006694,-0.47532415403113615,-0.7409144262924832,0.561620834383702,-0.29288038916915843,0.012043919176590432,0.06483678547761194,-0.03986058559930007,-0.033340934862933054,-0.016570944509169048,0.0023788319958481584,4.284424631311176e-05,0,0
SSEN-460600208001,-2.7527180804324796,-0.9161595349159671,0.0034700928411227003,-0.813125895370167,-0.39027617817021953,-0.4534709732000753,0.3670941669288867,-0.014992719179461699,0.14235287154852255,-0.06831766888057253,-0.045661223924992375,0.0002492625174616512,0,0
SSEN-460600208002,0.3730180082936162,0.30019005680612304,-2.158506527637185,1.5982179165206014,0.7682527639778887,0.30668576200230635,-0.08184326144341117,0.17021219862553233,-0.03723527122692921,-0.011546832002156272,-0.018213466820965994,0.0001716447203628831,0,1
SSEN-460600208003,-0.9907169756774409,0.703417297941239,-0.7149076580308765,1.6693200060085747,3.180830504948042,-0.3478003799552209,-0.404432024532182,0.07622099388861098,-0.10801825275698552,0.018649388321365076,-0.004466533718109647,-4.0627584672128206e-05,0,0
SSEN-460600434001,1.3769885309124665,1.4757081652163389,-0.42114337650058803,0.23694703156131067,-0.421968072692972,0.17751053085609445,0.23540683607473542,0.168708669094506,-0.08983549967377713,0.03065031637694513,0.005862295021808593,0.0006263363389325019,1,1
SSEN-460600434002,0.7979619045582261,0.920253394212195,0.36424596752611405,-0.32807569285660326,-0.7882223842051078,-0.21918200430356152,0.08644377818519318,-0.01851813650556615,-0.17781104827065536,0.008844529325435628,0.007437914912332619,0.0002180162476003314,1,1
SSEN-461000302001,14.582329157208587,4.034140691375427,5.8294970616733,-2.8943360211998903,2.013507628620047,-0.9132313356790169,-0.057087988789269864,-0.00364168750315982,0.10416837923534082,-0.3007984208188245,0.045609046068532166,0.00012505494468434682,1,1
SSEN-461000302002,0.3389823593213715,0.03821974022333745,-0.5204115981976303,0.5030215055959991,0.11504812806251247,-0.036544509067529374,-0.08106928077436595,0.01510989702962663,-0.07253503849800257,-0.0005490578694908095,-0.0008473373774807481,6.170051788796182e-06,0,1
SSEN-461000307001,-4.095331027080952,0.7012285167561129,2.047185729277841,-0.19988903465619773,1.8809779886765254,-0.4266899836623898,0.18784046973243418,0.2353847494560313,0.11388277285069201,-0.025740213638278713,-0.06526118799436346,-5.8319293815115136e-05,0,0
SSEN-461000307002,-2.1383495069630096,-0.7261957485729562,0.8974442880363275,-0.06221272227061886,0.411266181146126,-0.42215320083573876,0.011747617757023128,0.08093592993185682,0.008393528373137766,-0.004099537031486464,-0.016822561801043866,-0.00032882018328016824,0,0
SSEN-461000307003,3.9215230305578967,0.5468793693538619,0.2768276468240425,-0.1012177892295618,-0.36955972948063787,0.13702948665273265,0.2900377999937769,0.055297880221703156,0.21246764017098033,0.0684699579992018,0.0028560519034585676,-0.0005200106804448708,1,1
SSEN-461400507003,-3.14356309558517,0.823868791235109,0.2415221058626924,0.05846867498189761,1.1000701251090903,-0.8463389339746807,0.4318717642417937,-0.008163194656637781,0.09402441275412123,-0.06678657675393805,0.008121211774570111,0.0024175237950154996,0,0
SSEN-461800102001,2.082483480598775,-1.4225259864401893,0.08828363893364703,0.09345393366188422,-0.23699056129017268,0.14217167925341978,-0.03875821891652543,-0.1857694739126061,0.14080174725613537,0.024196265840864782,0.00815411101794563,-0.00033672909203969956,1,1
SSEN-461800102002,-1.166261212383763,-0.9603449896734132,-0.427556257911178,0.3957904045672705,-0.3174167210041402,0.017019120058675525,0.05164072474619617,-0.05245976371964456,0.0016848595429318554,-0.03337101749841301,-0.00014584526221320972,-0.00025797731710572384,0,0
SSEN-461800102003,-2.93928812773125,-0.7264964972124062,1.2757390204743786,-0.31850556494238247,0.24765172026951313,-0.4774251704863173,0.0807241864229451,0.1473737328168434,0.0885266911032062,-0.008831973270310798,-0.018643068074695613,-0.0001373352249089363,0,0
SSEN-461800102004,-0.9616783657910587,0.0869009039170886,0.03165085436482275,0.3175013703902803,0.3582293568844341,0.011107668551667909,-0.09683767161112325,0.009681293988684279,-0.0730438009181432,0.004083796491874808,0.011778029740637975,4.844665972257872e-05,0,0
SSEN-461800102005,0.7360820796263126,-1.3655267086690117,-0.7682689887874029,0.7066746380923538,0.11275585307184446,0.22826830034922296,-0.15544090880449174,-0.08968073679489559,0.05966836496378196,-0.00037163630777220367,0.0075816830709778855,-0.00011449463761602676,0,1
SSEN-461800102006,-1.0690958646714408,-1.0534122081754649,0.6470561785124215,-0.24037222565391558,-0.31101984005404776,-0.2039720698308245,-0.10536776340294413,0.022297427949752684,-0.028163697475091974,0.009754541518605319,-0.0003476599034789345,7.426337437424701e-06,0,0
SSEN-461800108001,0.8464990669546153,-1.3927254632608888,-0.04895480374019163,0.05011702944510386,-0.5881943849813606,-0.048059573068568416,-0.012387456920827445,-0.13465466530392328,0.02113997306320392,0.006386564586603466,-0.003741705154290795,5.516433520343122e-07,0,1
SSEN-461800108002,-1.7621893896970997,-0.54433423951796,0.20997984202726486,0.029766719708034448,-0.48362949516425896,-0.352877423631546,0.2612163359708214,-0.08285172051388831,-0.003794679235693818,-0.053566052733998774,0.006163352930503545,-0.0005767694594407265,0,0
SSEN-461800108003,-0.8664834834648201,-0.7139872140713921,-0.2154070486953896,0.17104248259849134,-0.39034426827287494,0.0014697374518649615,-0.14797173290753196,0.03952662103537966,-0.0017778286078402915,0.006470052326864404,0.009067322915970446,-8.457651110486549e-06,0,0
